Player_ID,Date,Total_Distance_m,High_Speed_Running_m,Sprint_Distance_m,Injury_Occurred
P008,2026-03-30,11286,1458,468,0
P008,2026-03-31,9016,873,184,0
P009,2026-01-01,8901,1165,234,0
P009,2026-01-02,7722,914,158,0
P009,2026-01-03,11336,386,260,0
P009,2026-01-04,11237,870,222,0
P009,2026-01-05,7665,814,379,0
P009,2026-01-06,4884,1328,99,0
P009,2026-01-07,7802,740,300,0
P009,2026-01-08,5804,1007,444,0
P009,2026-01-09,6157,925,175,0
P009,2026-01-10,8840,874,177,0
P009,2026-01-11,8933,1410,222,0
P009,2026-01-12,9281,480,146,0
P009,2026-01-13,8910,1314,277,0
P009,2026-01-14,7732,868,116,0
P009,2026-01-15,9108,1133,196,0
P009,2026-01-16,7497,948,198,0
P009,2026-01-17,8102,1498,217,0
P009,2026-01-18,7664,674,316,0
P009,2026-01-19,7930,674,373,0
P009,2026-01-20,10331,688,55,0
P009,2026-01-21,9713,663,320,0
P009,2026-01-22,5246,1136,120,0
P009,2026-01-23,9298,873,146,0
P009,2026-01-24,7591,1074,252,0
P009,2026-01-25,9078,1461,85,0
P009,2026-01-26,10627,900,151,0
P009,2026-01-27,6206,812,333,0
P009,2026-01-28,8010,1322,96,0
P009,2026-01-29,8183,493,278,0
P009,2026-01-30,9532,742,20,0
P009,2026-01-31,8500,999,282,0
P009,2026-02-01,10055,547,309,0
P009,2026-02-02,9990,335,273,0
P009,2026-02-03,7445,844,276,0
P009,2026-02-04,7471,666,245,0
P009,2026-02-05,6571,543,309,0
P009,2026-02-06,6478,1068,287,0
P009,2026-02-07,5613,665,361,0
P009,2026-02-08,6730,729,287,0
P009,2026-02-09,9377,793,181,0
P009,2026-02-10,10335,1390,339,0
P009,2026-02-11,8330,626,158,0
P009,2026-02-12,8985,994,381,0
P009,2026-02-13,9177,417,346,0
P009,2026-02-14,6705,753,266,0
P009,2026-02-15,11195,1801,302,0
P009,2026-02-16,7927,1029,330,0
P009,2026-02-17,7721,1407,264,0
P009,2026-02-18,8948,1068,283,0
P009,2026-02-19,9460,683,185,0
P009,2026-02-20,6551,1000,319,0
P009,2026-02-21,8888,1371,241,0
P009,2026-02-22,9205,541,203,0
P009,2026-02-23,9245,1123,212,0
P009,2026-02-24,8094,413,206,0
P009,2026-02-25,9537,1041,291,0
P009,2026-02-26,8276,871,175,0
P009,2026-02-27,9250,995,290,0
P009,2026-02-28,7413,222,351,0
P009,2026-03-01,7483,610,311,0
P009,2026-03-02,7614,1186,303,0
P009,2026-03-03,9227,459,362,0
P009,2026-03-04,8594,758,256,0
P009,2026-03-05,5537,991,138,0
P009,2026-03-06,6173,412,352,0
P009,2026-03-07,7258,1329,188,0
P009,2026-03-08,5641,533,365,0
P009,2026-03-09,7968,704,257,0
P009,2026-03-10,8954,1204,386,0
P009,2026-03-11,7662,471,200,0
P009,2026-03-12,8592,579,146,0
P009,2026-03-13,8717,854,245,0
P009,2026-03-14,7064,799,149,0
P009,2026-03-15,9537,1179,57,0
P009,2026-03-16,6807,419,176,0
P009,2026-03-17,8076,434,149,0
P009,2026-03-18,6696,931,248,0
P009,2026-03-19,7119,921,187,0
P009,2026-03-20,7794,1370,375,0
P009,2026-03-21,6252,1117,322,0
P009,2026-03-22,6479,1114,395,0
P009,2026-03-23,6518,593,343,0
P009,2026-03-24,8609,1034,275,0
P009,2026-03-25,8788,470,346,0
P009,2026-03-26,9956,800,237,0
P009,2026-03-27,5905,1023,298,0
P009,2026-03-28,8108,1206,208,0
P009,2026-03-29,9049,563,239,0
P009,2026-03-30,7940,936,204,0
P009,2026-03-31,8004,1116,198,0
P010,2026-01-01,9076,1098,61,0
P010,2026-01-02,7486,532,216,0
P010,2026-01-03,6893,613,111,0
P010,2026-01-04,5416,408,107,0
P010,2026-01-05,6351,468,258,0
P010,2026-01-06,8682,509,214,0
P010,2026-01-07,7201,825,197,0
P010,2026-01-08,7566,828,66,0
P010,2026-01-09,7755,949,113,0
P010,2026-01-10,6509,888,169,0
P010,2026-01-11,8061,1392,111,0
P010,2026-01-12,4380,774,262,0
P010,2026-01-13,6105,1119,56,0
P010,2026-01-14,7491,501,362,0
P010,2026-01-15,9440,453,135,0
P010,2026-01-16,7741,567,185,0
P010,2026-01-17,6490,107,188,0
P010,2026-01-18,5417,535,334,0
P010,2026-01-19,4567,927,162,0
P010,2026-01-20,6032,920,224,0
P010,2026-01-21,7308,974,157,0
P010,2026-01-22,5533,358,107,0
P010,2026-01-23,10875,1057,55,0
P010,2026-01-24,4468,828,244,0
P010,2026-01-25,7275,607,177,0
P010,2026-01-26,6943,709,20,0
P010,2026-01-27,6107,428,207,0
P010,2026-01-28,10930,793,158,0
P010,2026-01-29,7834,828,232,0
P010,2026-01-30,7362,1300,77,0
P010,2026-01-31,7162,405,245,0
P010,2026-02-01,5074,558,160,0
P010,2026-02-02,7915,959,65,0
P010,2026-02-03,6534,470,64,0
P010,2026-02-04,6126,591,432,1
P010,2026-02-05,7101,270,133,0
P010,2026-02-06,7984,1310,31,0
P010,2026-02-07,3632,1244,229,0
P010,2026-02-08,5149,844,20,0
P010,2026-02-09,6457,781,282,0
P010,2026-02-10,4931,709,97,0
P010,2026-02-11,6835,415,149,0
P010,2026-02-12,4958,878,276,0
P010,2026-02-13,6100,695,45,0
P010,2026-02-14,6002,668,452,1
P010,2026-02-15,4784,1122,289,0
P010,2026-02-16,6873,1211,227,0
P010,2026-02-17,7035,667,312,0
P010,2026-02-18,8096,495,58,0
P010,2026-02-19,6147,443,183,0
P010,2026-02-20,8308,546,185,0
P010,2026-02-21,6539,938,20,0
P010,2026-02-22,5542,746,310,0
P010,2026-02-23,5714,120,252,0
P010,2026-02-24,5499,326,127,0
P010,2026-02-25,6175,502,20,0
P010,2026-02-26,7797,1066,255,0
P010,2026-02-27,4745,623,189,0
P010,2026-02-28,7350,884,116,0
P010,2026-03-01,6575,820,335,0
P010,2026-03-02,7508,920,198,0
P010,2026-03-03,8567,806,104,0
P010,2026-03-04,8557,892,145,0
P010,2026-03-05,5732,772,236,0
P010,2026-03-06,6748,777,360,0
P010,2026-03-07,8059,740,284,0
P010,2026-03-08,4903,802,371,0
P010,2026-03-09,6125,429,125,0
P010,2026-03-10,4817,448,153,0
P010,2026-03-11,4343,688,280,0
P010,2026-03-12,5090,1139,241,0
P010,2026-03-13,7997,486,275,0
P010,2026-03-14,4814,950,207,0
P010,2026-03-15,7281,330,100,0
P010,2026-03-16,7347,399,236,0
P010,2026-03-17,4401,938,67,0
P010,2026-03-18,7280,871,120,0
P010,2026-03-19,7325,761,136,0
P010,2026-03-20,4939,100,225,0
P010,2026-03-21,4104,712,163,0
P010,2026-03-22,7470,592,157,0
P010,2026-03-23,7549,784,221,0
P010,2026-03-24,7156,222,265,0
P010,2026-03-25,7370,378,165,0
P010,2026-03-26,6393,643,223,0
P010,2026-03-27,8599,1008,59,0
P010,2026-03-28,7385,1082,228,0
P010,2026-03-29,8088,1287,292,0
P010,2026-03-30,6826,997,204,0
P010,2026-03-31,6487,578,346,0
P011,2026-01-01,9755,939,79,0
P011,2026-01-02,8008,160,282,0
P011,2026-01-03,8784,612,232,0
P011,2026-01-04,10388,638,113,0
P011,2026-01-05,9679,1378,220,0
P011,2026-01-06,8974,1192,145,0
P011,2026-01-07,6729,1159,388,0
P011,2026-01-08,8301,526,418,0
P011,2026-01-09,6660,689,254,0
P011,2026-01-10,9788,1046,261,0
P011,2026-01-11,8151,803,275,0
P011,2026-01-12,3662,701,243,0
P011,2026-01-13,5730,905,199,0
P011,2026-01-14,10090,1261,173,0
P011,2026-01-15,7230,767,174,0
P011,2026-01-16,7749,562,106,0
P011,2026-01-17,8391,978,139,0
P011,2026-01-18,8800,600,245,1
P011,2026-01-19,8687,779,265,0
P011,2026-01-20,6682,731,199,0
P011,2026-01-21,6337,736,64,0
P011,2026-01-22,6720,704,194,0
P011,2026-01-23,7094,771,267,0
P011,2026-01-24,8768,595,99,0
P011,2026-01-25,5893,643,184,0
P011,2026-01-26,6302,401,174,0
P011,2026-01-27,7729,968,164,0
P011,2026-01-28,6837,512,216,0
P011,2026-01-29,6184,961,41,0
P011,2026-01-30,6917,880,238,0
P011,2026-01-31,11496,894,119,0
P011,2026-02-01,7313,257,211,0
P011,2026-02-02,6207,1064,164,0
P011,2026-02-03,7281,599,393,0
P011,2026-02-04,6975,1339,301,0
P011,2026-02-05,8180,900,259,0
P011,2026-02-06,4565,706,304,0
P011,2026-02-07,7383,368,214,0
P011,2026-02-08,10013,1164,213,0
P011,2026-02-09,8884,680,49,0
P011,2026-02-10,6070,1258,192,0
P011,2026-02-11,7091,700,410,0
P011,2026-02-12,9895,1455,203,0
P011,2026-02-13,7900,335,367,0
P011,2026-02-14,5705,855,110,0
P011,2026-02-15,6573,538,159,0
P011,2026-02-16,6648,625,303,0
P011,2026-02-17,5799,856,341,0
P011,2026-02-18,6687,574,196,0
P011,2026-02-19,9226,848,166,0
P011,2026-02-20,8182,459,287,0
P011,2026-02-21,8069,697,135,0
P011,2026-02-22,6126,950,342,0
P011,2026-02-23,6501,927,20,0
P011,2026-02-24,6580,780,128,0
P011,2026-02-25,6052,589,249,0
P011,2026-02-26,7176,118,20,0
P011,2026-02-27,6546,927,20,0
P011,2026-02-28,6707,632,358,0
P011,2026-03-01,6879,904,233,0
P011,2026-03-02,4261,1020,241,0
P011,2026-03-03,8219,1967,20,0
P011,2026-03-04,10044,703,248,0
P011,2026-03-05,7388,662,162,0
P011,2026-03-06,7951,334,294,0
P011,2026-03-07,6832,450,174,0
P011,2026-03-08,9342,629,255,0
P011,2026-03-09,6360,1017,288,0
P011,2026-03-10,10229,737,286,0
P011,2026-03-11,7604,1178,147,0
P011,2026-03-12,8574,731,213,0
P011,2026-03-13,7594,865,208,0
P011,2026-03-14,7779,1263,318,0
P011,2026-03-15,8760,653,130,1
P011,2026-03-16,8889,1052,367,0
P011,2026-03-17,6551,721,55,0
P011,2026-03-18,6868,1088,173,0
P011,2026-03-19,8417,732,252,0
P011,2026-03-20,5735,815,20,0
P011,2026-03-21,7176,300,340,0
P011,2026-03-22,8623,930,371,0
P011,2026-03-23,6033,1314,313,0
P011,2026-03-24,7102,1130,109,0
P011,2026-03-25,6220,607,166,0
P011,2026-03-26,5872,1156,193,0
P011,2026-03-27,7985,618,37,0
P011,2026-03-28,7862,216,212,0
P011,2026-03-29,5404,1386,310,0
P011,2026-03-30,7615,1169,135,0
P011,2026-03-31,8272,849,246,0
P012,2026-01-01,11221,1158,132,0
P012,2026-01-02,8682,1035,307,0
P012,2026-01-03,8427,1795,449,0
P012,2026-01-04,11025,1093,276,0
P012,2026-01-05,8694,1095,323,0
P012,2026-01-06,8260,1172,282,0
P012,2026-01-07,7261,814,256,0
P012,2026-01-08,12954,1239,164,0
P012,2026-01-09,10851,608,406,0
P012,2026-01-10,9416,1044,430,0
P012,2026-01-11,8192,653,239,0
P012,2026-01-12,11680,616,20,0
P012,2026-01-13,9446,1237,418,0
P012,2026-01-14,9428,948,413,0
P012,2026-01-15,7318,955,317,0
P012,2026-01-16,10796,919,301,0
P012,2026-01-17,6390,874,343,0
P012,2026-01-18,8649,1089,342,0
P012,2026-01-19,9608,1123,201,0
P012,2026-01-20,9812,1255,313,0
P012,2026-01-21,9242,1139,369,0
P012,2026-01-22,7047,1419,264,0
P012,2026-01-23,10760,1431,161,0
P012,2026-01-24,9058,985,219,0
P012,2026-01-25,12725,815,242,0
P012,2026-01-26,10429,711,258,0
P012,2026-01-27,10598,972,288,0
P012,2026-01-28,9328,617,330,0
P012,2026-01-29,12755,1077,320,0
P012,2026-01-30,11161,691,468,0
P012,2026-01-31,10426,1561,224,0
P012,2026-02-01,12849,1304,353,0
P012,2026-02-02,10473,997,418,0
P012,2026-02-03,10333,482,186,0
P012,2026-02-04,9843,1165,292,0
P012,2026-02-05,11951,486,312,0
P012,2026-02-06,7395,1300,288,0
P012,2026-02-07,10752,813,426,1
P012,2026-02-08,11685,1247,285,0
P012,2026-02-09,10992,860,383,0
P012,2026-02-10,12596,1393,225,0
P012,2026-02-11,10664,684,355,0
P012,2026-02-12,10798,511,182,0
P012,2026-02-13,9698,982,177,0
P012,2026-02-14,10706,1147,278,0
P012,2026-02-15,8989,1386,463,0
P012,2026-02-16,9397,888,347,0
P012,2026-02-17,9585,1030,372,0
P012,2026-02-18,7258,1467,305,0
P012,2026-02-19,9505,1045,294,0
P012,2026-02-20,7525,1520,302,0
P012,2026-02-21,10787,1357,196,0
P012,2026-02-22,10832,991,382,0
P012,2026-02-23,6931,1042,237,0
P012,2026-02-24,10771,1213,227,0
P012,2026-02-25,9054,1039,208,0
P012,2026-02-26,11385,961,20,0
P012,2026-02-27,9560,760,135,0
P012,2026-02-28,8266,1105,431,0
P012,2026-03-01,10592,890,343,0
P012,2026-03-02,9434,863,182,0
P012,2026-03-03,7495,955,314,0
P012,2026-03-04,9977,947,203,0
P012,2026-03-05,11035,677,375,0
P012,2026-03-06,8619,846,151,0
P012,2026-03-07,9370,1364,349,0
P012,2026-03-08,11590,1228,187,0
P012,2026-03-09,9626,838,431,1
P012,2026-03-10,8327,1340,387,0
P012,2026-03-11,12867,949,369,0
P012,2026-03-12,13545,886,144,1
P012,2026-03-13,7302,1286,109,0
P012,2026-03-14,9564,1203,316,0
P012,2026-03-15,10760,1138,426,0
P012,2026-03-16,8694,869,220,0
P012,2026-03-17,11368,1342,343,0
P012,2026-03-18,11897,718,464,0
P012,2026-03-19,12407,1292,476,0
P012,2026-03-20,7637,914,224,0
P012,2026-03-21,11204,757,373,0
P012,2026-03-22,12178,1280,326,0
P012,2026-03-23,8640,818,423,0
P012,2026-03-24,11291,1060,256,0
P012,2026-03-25,7084,751,489,0
P012,2026-03-26,8202,1129,398,0
P012,2026-03-27,8240,1127,392,0
P012,2026-03-28,10141,1932,131,0
P012,2026-03-29,11710,1020,375,0
P012,2026-03-30,10784,852,321,0
P012,2026-03-31,7335,1253,328,0
P013,2026-01-01,10901,1097,289,0
P013,2026-01-02,7993,773,393,0
P013,2026-01-03,11469,915,279,0
P013,2026-01-04,7957,1338,340,0
P013,2026-01-05,12226,723,236,0
P013,2026-01-06,9661,1180,252,0
P013,2026-01-07,8005,1251,346,0
P013,2026-01-08,7940,1393,391,0
P013,2026-01-09,9516,1010,329,0
P013,2026-01-10,8022,995,59,0
P013,2026-01-11,10629,518,424,1
P013,2026-01-12,8819,923,211,0
P013,2026-01-13,8882,1412,25,0
P013,2026-01-14,11230,1088,153,0
P013,2026-01-15,7701,1489,179,0
P013,2026-01-16,7584,1327,308,0
P013,2026-01-17,7907,1051,171,0
P013,2026-01-18,10966,1305,327,0
P013,2026-01-19,9857,1515,274,0
P013,2026-01-20,7541,1121,483,0
P013,2026-01-21,7792,878,316,0
P013,2026-01-22,9233,692,386,0
P013,2026-01-23,12794,1045,184,0
P013,2026-01-24,6991,1064,384,0
P013,2026-01-25,10027,985,215,0
P013,2026-01-26,7676,1237,365,0
P013,2026-01-27,6996,1463,331,0
P013,2026-01-28,11414,584,137,0
P013,2026-01-29,9091,1137,454,0
P013,2026-01-30,10373,913,171,0
P013,2026-01-31,11159,697,437,0
P013,2026-02-01,8888,1463,342,0
P013,2026-02-02,9109,830,240,0
P013,2026-02-03,9957,1009,215,0
P013,2026-02-04,9066,1010,61,0
P013,2026-02-05,10002,692,159,0
P013,2026-02-06,6783,448,138,0
P013,2026-02-07,8251,1572,221,0
P013,2026-02-08,9581,1106,287,0
P013,2026-02-09,9198,628,419,0
P013,2026-02-10,12025,481,172,0
P013,2026-02-11,8895,697,325,0
P013,2026-02-12,8222,1636,393,0
P013,2026-02-13,9633,1294,385,0
P013,2026-02-14,8468,741,282,0
P013,2026-02-15,10607,1028,116,0
P013,2026-02-16,8110,964,266,0
P013,2026-02-17,12273,570,325,0
P013,2026-02-18,11548,1668,234,0
P013,2026-02-19,10051,1157,293,0
P013,2026-02-20,9166,1117,21,0
P013,2026-02-21,10337,1024,252,0
P013,2026-02-22,12385,784,234,0
P013,2026-02-23,12302,737,219,0
P013,2026-02-24,9094,1238,295,0
P013,2026-02-25,7375,827,213,0
P013,2026-02-26,9198,1114,316,0
P013,2026-02-27,6650,1305,299,0
P013,2026-02-28,11391,1119,384,0
P013,2026-03-01,10014,1390,326,0
P013,2026-03-02,9167,1668,363,0
P013,2026-03-03,10175,603,145,0
P013,2026-03-04,9753,1030,213,0
P013,2026-03-05,9526,1463,343,0
P013,2026-03-06,7603,953,193,0
P013,2026-03-07,8733,862,226,0
P013,2026-03-08,7432,948,218,0
P013,2026-03-09,4920,1602,383,0
P013,2026-03-10,8750,992,157,0
P013,2026-03-11,11858,1555,290,0
P013,2026-03-12,10850,1039,140,0
P013,2026-03-13,8697,1026,228,0
P013,2026-03-14,8986,959,266,0
P013,2026-03-15,9393,668,202,0
P013,2026-03-16,7387,1280,63,0
P013,2026-03-17,11045,1402,244,0
P013,2026-03-18,5410,878,268,0
P013,2026-03-19,7798,832,427,0
P013,2026-03-20,10312,709,114,0
P013,2026-03-21,8824,922,324,0
P013,2026-03-22,8511,1140,467,0
P013,2026-03-23,10538,972,256,0
P013,2026-03-24,8779,1340,211,1
P013,2026-03-25,9382,1002,224,0
P013,2026-03-26,7256,1083,268,0
P013,2026-03-27,10065,826,396,0
P013,2026-03-28,7999,1500,99,0
P013,2026-03-29,9966,1129,194,0
P013,2026-03-30,9951,1370,52,0
P013,2026-03-31,10068,238,177,0
P014,2026-01-01,9705,768,291,0
P014,2026-01-02,13679,570,206,0
P014,2026-01-03,12823,1677,301,0
P014,2026-01-04,8719,1749,471,0
P014,2026-01-05,11596,876,306,0
P014,2026-01-06,10337,1219,456,0
P014,2026-01-07,11896,797,449,0
P014,2026-01-08,11047,1326,458,1
P014,2026-01-09,8910,1109,258,0
P014,2026-01-10,8225,1224,562,1
P014,2026-01-11,7817,1110,375,0
P014,2026-01-12,10762,1086,181,0
P014,2026-01-13,10926,893,92,0
P014,2026-01-14,12369,1407,316,0
P014,2026-01-15,10921,1442,334,0
P014,2026-01-16,11933,1031,442,0
P014,2026-01-17,11058,1178,184,0
P014,2026-01-18,11008,870,247,0
P014,2026-01-19,9354,800,524,0
P014,2026-01-20,12574,1696,189,0
P014,2026-01-21,10684,732,242,0
P014,2026-01-22,9200,1492,271,0
P014,2026-01-23,12180,1301,541,0
P014,2026-01-24,8358,1498,426,0
P014,2026-01-25,9117,1422,345,0
P014,2026-01-26,10236,873,239,0
P014,2026-01-27,13652,1120,389,0
P014,2026-01-28,9391,886,419,0
P014,2026-01-29,8553,995,314,0
P014,2026-01-30,10744,1066,351,0
P014,2026-01-31,11616,1340,213,0
P014,2026-02-01,10151,1478,401,0
P014,2026-02-02,8518,1225,113,0
P014,2026-02-03,10648,1689,216,0
P014,2026-02-04,9326,1349,157,0
P014,2026-02-05,9628,1299,248,0
P014,2026-02-06,10223,1343,353,0
P014,2026-02-07,10977,1018,348,0
P014,2026-02-08,10392,1257,261,0
P014,2026-02-09,10303,823,308,0
P014,2026-02-10,9361,786,337,0
P014,2026-02-11,10896,1355,268,0
P014,2026-02-12,11189,1285,356,0
P014,2026-02-13,9339,1165,348,0
P014,2026-02-14,10588,494,327,0
P014,2026-02-15,13896,1012,238,0
P014,2026-02-16,11137,1214,430,0
P014,2026-02-17,8690,1339,370,0
P014,2026-02-18,10364,1222,414,0
P014,2026-02-19,11886,777,393,0
P014,2026-02-20,10480,1142,318,0
P014,2026-02-21,10352,1477,303,0
P014,2026-02-22,8898,1002,329,0
P014,2026-02-23,12421,1301,226,0
P014,2026-02-24,14305,1199,439,0
P014,2026-02-25,10350,1280,395,0
P014,2026-02-26,12404,1437,398,0
P014,2026-02-27,10105,948,344,0
P014,2026-02-28,11977,1053,418,0
P014,2026-03-01,12756,845,227,0
P014,2026-03-02,10367,1212,259,0
P014,2026-03-03,12605,1247,315,0
P014,2026-03-04,8423,725,339,0
P014,2026-03-05,7378,1424,295,0
P014,2026-03-06,15442,1812,293,0
P014,2026-03-07,10418,1419,481,0
P014,2026-03-08,8120,584,249,0
P014,2026-03-09,11451,1269,418,0
P014,2026-03-10,8778,425,397,0
P014,2026-03-11,9335,514,326,0
P014,2026-03-12,11767,1083,265,0
P014,2026-03-13,10338,1009,176,0
P014,2026-03-14,9505,1276,343,0
P014,2026-03-15,10829,821,293,0
P014,2026-03-16,7312,1173,454,1
P014,2026-03-17,8366,944,344,0
P014,2026-03-18,12456,985,242,0
P014,2026-03-19,7624,1151,515,0
P014,2026-03-20,10993,1113,343,0
P014,2026-03-21,10561,876,393,0
P014,2026-03-22,10916,1125,214,0
P014,2026-03-23,12532,1319,256,0
P014,2026-03-24,12080,971,233,0
P014,2026-03-25,9438,589,358,0
P014,2026-03-26,7830,751,104,0
P014,2026-03-27,10448,1075,278,0
P014,2026-03-28,9013,768,358,0
P014,2026-03-29,9751,1215,223,0
P014,2026-03-30,10849,1511,370,0
P014,2026-03-31,9959,1197,287,0
P015,2026-01-01,8022,852,272,0
P015,2026-01-02,7020,596,111,0
P015,2026-01-03,6110,536,266,0
P015,2026-01-04,7171,1055,254,0
P015,2026-01-05,5557,1098,331,0
P015,2026-01-06,7019,1027,165,0
P015,2026-01-07,8657,522,71,0
P015,2026-01-08,7936,864,211,0
P015,2026-01-09,6734,781,277,0
P015,2026-01-10,8443,956,183,0
P015,2026-01-11,10268,548,299,0
P015,2026-01-12,10283,1045,230,0
P015,2026-01-13,7718,1212,108,0
P015,2026-01-14,7055,782,374,0
P015,2026-01-15,9080,611,219,0
P015,2026-01-16,7589,688,348,0
P015,2026-01-17,6452,1384,333,0
P015,2026-01-18,10146,762,235,0
P015,2026-01-19,6360,744,300,0
P015,2026-01-20,10454,569,214,0
P015,2026-01-21,8283,482,309,0
P015,2026-01-22,7424,842,205,0
P015,2026-01-23,7326,899,229,0
P015,2026-01-24,7952,683,282,0
P015,2026-01-25,10990,943,350,0
P015,2026-01-26,6425,948,141,0
P015,2026-01-27,6295,679,369,0
P015,2026-01-28,9935,974,97,0
P015,2026-01-29,8216,992,268,0
P015,2026-01-30,5744,634,244,0
P015,2026-01-31,9314,242,234,0
P015,2026-02-01,8725,1156,320,0
P015,2026-02-02,9384,661,59,0
P015,2026-02-03,7920,1202,390,0
P015,2026-02-04,9576,1030,288,0
P015,2026-02-05,7676,862,417,1
P015,2026-02-06,7096,1385,218,0
P015,2026-02-07,10498,479,309,0
P015,2026-02-08,7405,476,272,0
P015,2026-02-09,10024,648,100,0
P015,2026-02-10,8372,875,305,0
P015,2026-02-11,9934,883,436,1
P015,2026-02-12,8846,797,89,0
P015,2026-02-13,8116,800,346,0
P015,2026-02-14,9204,547,268,0
P015,2026-02-15,9517,1359,339,0
P015,2026-02-16,9651,919,289,0
P015,2026-02-17,10384,501,215,0
P015,2026-02-18,7351,1015,373,0
P015,2026-02-19,7615,184,209,0
P015,2026-02-20,9880,1062,293,0
P015,2026-02-21,8090,517,302,0
P015,2026-02-22,7259,1556,307,0
P015,2026-02-23,7639,718,241,0
P015,2026-02-24,8151,1236,269,0
P015,2026-02-25,7413,1468,255,0
P015,2026-02-26,9663,719,287,0
P015,2026-02-27,8977,334,452,0
P015,2026-02-28,10446,782,140,0
P015,2026-03-01,9031,927,286,0
P015,2026-03-02,8797,1053,395,0
P015,2026-03-03,9362,586,387,0
P015,2026-03-04,10971,1847,138,0
P015,2026-03-05,8874,276,306,0
P015,2026-03-06,7688,1478,173,0
P015,2026-03-07,5976,760,53,0
P015,2026-03-08,9637,282,253,0
P015,2026-03-09,5393,805,415,1
P015,2026-03-10,9051,642,247,0
P015,2026-03-11,8537,1043,114,0
P015,2026-03-12,9399,100,187,0
P015,2026-03-13,7778,1091,253,0
P015,2026-03-14,6402,606,270,0
P015,2026-03-15,8391,727,202,0
P015,2026-03-16,9554,746,241,0
P015,2026-03-17,11765,474,65,0
P015,2026-03-18,9685,697,218,0
P015,2026-03-19,7338,823,410,0
P015,2026-03-20,9713,1160,109,0
P015,2026-03-21,6783,100,169,0
P015,2026-03-22,9945,1056,228,0
P015,2026-03-23,8477,694,271,0
P015,2026-03-24,9659,416,280,0
P015,2026-03-25,9909,777,320,0
P015,2026-03-26,12732,870,290,0
P015,2026-03-27,7403,955,296,0
P015,2026-03-28,8802,595,271,0
P015,2026-03-29,10703,1036,346,0
P015,2026-03-30,8155,1126,278,0
P015,2026-03-31,7084,997,151,0
P016,2026-01-01,7977,904,107,0
P016,2026-01-02,9274,986,156,0
P016,2026-01-03,5387,771,182,0
P016,2026-01-04,7863,706,26,0
P016,2026-01-05,7111,723,290,0
P016,2026-01-06,6646,1318,35,0
P016,2026-01-07,9660,747,312,0
P016,2026-01-08,7813,1156,188,0
P016,2026-01-09,6045,1241,215,0
P016,2026-01-10,8025,1185,123,0
P016,2026-01-11,8586,638,213,0
P016,2026-01-12,7801,364,148,0
P016,2026-01-13,9720,1080,220,0
P016,2026-01-14,8058,726,362,0
P016,2026-01-15,7393,884,341,0
P016,2026-01-16,6527,1282,73,0
P016,2026-01-17,10138,703,202,0
P016,2026-01-18,4858,678,122,1
P016,2026-01-19,6782,773,322,0
P016,2026-01-20,8004,907,117,0
P016,2026-01-21,6372,1354,153,0
P016,2026-01-22,10177,742,226,0
P016,2026-01-23,9299,1196,215,0
P016,2026-01-24,7111,798,260,0
P016,2026-01-25,9030,816,288,0
P016,2026-01-26,10151,929,257,0
P016,2026-01-27,5415,100,265,0
P016,2026-01-28,7551,660,251,0
P016,2026-01-29,7602,1153,235,0
P016,2026-01-30,6573,1112,205,0
P016,2026-01-31,8483,671,161,0
P016,2026-02-01,7819,818,274,0
P016,2026-02-02,7290,264,183,0
P016,2026-02-03,8884,725,202,0
P016,2026-02-04,9173,601,72,0
P016,2026-02-05,7452,669,130,0
P016,2026-02-06,7430,962,225,0
P016,2026-02-07,8154,1359,192,0
P016,2026-02-08,8111,662,142,0
P016,2026-02-09,6816,671,262,0
P016,2026-02-10,11217,600,185,0
P016,2026-02-11,7598,933,253,0
P016,2026-02-12,9619,100,20,0
P016,2026-02-13,6949,1144,70,0
P016,2026-02-14,3182,986,251,0
P016,2026-02-15,6058,519,129,0
P016,2026-02-16,7859,627,276,0
P016,2026-02-17,3411,558,114,0
P016,2026-02-18,7309,653,306,0
P016,2026-02-19,4904,828,282,0
P016,2026-02-20,10478,670,259,0
P016,2026-02-21,4987,100,311,0
P016,2026-02-22,7685,1168,89,0
P016,2026-02-23,8473,1375,268,0
P016,2026-02-24,8108,817,69,0
P016,2026-02-25,9726,631,277,0
P016,2026-02-26,5349,461,370,0
P016,2026-02-27,7172,1251,218,0
P016,2026-02-28,4930,1082,167,0
P016,2026-03-01,8741,822,72,0
P016,2026-03-02,7940,1473,276,0
P016,2026-03-03,7607,1137,247,0
P016,2026-03-04,8007,487,250,0
P016,2026-03-05,9246,564,369,0
P016,2026-03-06,7556,548,326,0
P016,2026-03-07,7263,1042,197,0
P016,2026-03-08,7603,963,255,0
P016,2026-03-09,4700,478,319,0
P016,2026-03-10,7495,657,90,0
P016,2026-03-11,6073,208,216,0
P016,2026-03-12,6795,525,219,0
P016,2026-03-13,8239,1443,75,0
P016,2026-03-14,9432,1106,148,0
P016,2026-03-15,7998,677,245,0
P016,2026-03-16,9957,996,277,0
P016,2026-03-17,7048,369,205,0
P016,2026-03-18,9503,356,121,0
P016,2026-03-19,7882,519,147,0
P016,2026-03-20,7058,405,129,0
P016,2026-03-21,8748,422,66,0
P016,2026-03-22,6748,1034,207,0
P016,2026-03-23,6996,828,52,0
P016,2026-03-24,8435,930,185,0
P016,2026-03-25,9202,476,339,0
P016,2026-03-26,7925,714,224,0
P016,2026-03-27,7532,1181,119,0
P016,2026-03-28,6549,1125,167,0
